transaction_id,date,customer_id,corridor,agent_id,agent_name,amount_aed,fee_aed,payment_method,status
TXN01742,2024-02-10,CUS0761,Pakistan,AGT001,Ahmed Al Mansoori,759.48,18,Bank Transfer,SUCCESS
TXN03953,2024-02-10,CUS0329,Bangladesh,AGT002,Priya Sharma,1158.66,15,Cash,SUCCESS
TXN02673,2024-02-10,CUS0319,India,AGT005,John Mathew,1293.76,25,Card,SUCCESS
TXN00026,2024-02-10,CUS0071,India,AGT008,Sarah Johnson,1239.93,25,Card,SUCCESS
TXN03180,2024-02-10,CUS0220,India,AGT006,Fatima Al Zaabi,1385.63,25,Bank Transfer,SUCCESS
TXN01036,2024-02-11,CUS0664,Nepal,AGT005,John Mathew,883.32,12,Card,SUCCESS
TXN01091,2024-02-11,CUS0296,Philippines,AGT003,Mohammad Raza,880.67,20,Cash,SUCCESS
TXN02828,2024-02-11,CUS0027,Pakistan,AGT006,Fatima Al Zaabi,785.12,18,Cash,SUCCESS
TXN03871,2024-02-11,CUS0503,Pakistan,AGT003,Mohammad Raza,466.35,0,Cash,FAILED
TXN01516,2024-02-11,CUS0675,India,AGT008,Sarah Johnson,1156.17,25,Bank Transfer,SUCCESS
TXN03217,2024-02-11,CUS0583,Bangladesh,AGT006,Fatima Al Zaabi,352.11,15,Card,SUCCESS
TXN02415,2024-02-11,CUS0618,Philippines,AGT008,Sarah Johnson,1174.77,20,Bank Transfer,SUCCESS
TXN04174,2024-02-12,CUS0300,Philippines,AGT008,Sarah Johnson,639.11,20,Cash,SUCCESS
TXN02776,2024-02-12,CUS0777,Egypt,AGT008,Sarah Johnson,1005.99,22,Bank Transfer,SUCCESS
TXN01414,2024-02-12,CUS0284,India,AGT002,Priya Sharma,1979.4,25,Cash,SUCCESS
TXN02654,2024-02-12,CUS0362,Philippines,AGT002,Priya Sharma,1178.26,20,Bank Transfer,SUCCESS
TXN03113,2024-02-12,CUS0382,Nepal,AGT004,Maria Santos,545.85,12,Cash,SUCCESS
TXN00754,2024-02-12,CUS0264,India,AGT007,Rajesh Kumar,1579.31,25,Card,SUCCESS
TXN03680,2024-02-12,CUS0254,Nepal,AGT003,Mohammad Raza,584.93,12,Cash,SUCCESS
TXN04887,2024-02-12,CUS0460,India,AGT006,Fatima Al Zaabi,922.16,25,Bank Transfer,SUCCESS
TXN03631,2024-02-12,CUS0492,Egypt,AGT007,Rajesh Kumar,1296.83,22,Cash,SUCCESS
TXN03850,2024-02-12,CUS0668,Pakistan,AGT008,Sarah Johnson,456.04,18,Cash,SUCCESS
TXN04791,2024-02-12,CUS0282,Nepal,AGT001,Ahmed Al Mansoori,552.19,0,Cash,FAILED
TXN02368,2024-02-12,CUS0017,Philippines,AGT008,Sarah Johnson,439.01,20,Card,SUCCESS
TXN04945,2024-02-12,CUS0370,Bangladesh,AGT008,Sarah Johnson,1067.11,15,Bank Transfer,SUCCESS
TXN03741,2024-02-12,CUS0611,Kenya,AGT006,Fatima Al Zaabi,746.32,20,Cash,SUCCESS
TXN00095,2024-02-12,CUS0473,Pakistan,AGT003,Mohammad Raza,705.89,18,Cash,SUCCESS
TXN02224,2024-02-12,CUS0408,Kenya,AGT003,Mohammad Raza,898.35,20,Bank Transfer,SUCCESS
TXN03160,2024-02-12,CUS0037,India,AGT002,Priya Sharma,1312.75,25,Cash,SUCCESS
TXN01896,2024-02-13,CUS0508,India,AGT007,Rajesh Kumar,1066.8,0,Cash,FAILED
TXN03086,2024-02-13,CUS0783,Philippines,AGT007,Rajesh Kumar,983.7,20,Card,SUCCESS
TXN01421,2024-02-13,CUS0440,India,AGT004,Maria Santos,1393.79,25,Card,SUCCESS
TXN01175,2024-02-13,CUS0313,Egypt,AGT002,Priya Sharma,851.19,22,Cash,SUCCESS
TXN01330,2024-02-13,CUS0584,India,AGT001,Ahmed Al Mansoori,1415.97,25,Card,SUCCESS
TXN03634,2024-02-13,CUS0711,India,AGT006,Fatima Al Zaabi,1467.91,25,Card,SUCCESS
TXN00744,2024-02-13,CUS0494,India,AGT008,Sarah Johnson,1209.39,25,Bank Transfer,SUCCESS
TXN03820,2024-02-13,CUS0380,Pakistan,AGT004,Maria Santos,515.83,18,Card,SUCCESS
TXN00420,2024-02-13,CUS0586,Bangladesh,AGT004,Maria Santos,714.18,15,Card,SUCCESS
TXN04888,2024-02-13,CUS0260,Philippines,AGT006,Fatima Al Zaabi,1334.57,20,Cash,SUCCESS
TXN01226,2024-02-13,CUS0332,India,AGT003,Mohammad Raza,1153.26,25,Cash,SUCCESS
TXN01904,2024-02-13,CUS0346,Kenya,AGT005,John Mathew,1055.35,20,Cash,SUCCESS
TXN04669,2024-02-13,CUS0783,India,AGT002,Priya Sharma,891.78,25,Card,SUCCESS
TXN01794,2024-02-13,CUS0155,Philippines,AGT004,Maria Santos,1081.26,20,Cash,SUCCESS
TXN04026,2024-02-13,CUS0707,India,AGT005,John Mathew,1085.43,25,Bank Transfer,SUCCESS
TXN00110,2024-02-14,CUS0250,India,AGT008,Sarah Johnson,1173.2,25,Card,SUCCESS
TXN02893,2024-02-14,CUS0404,Nepal,AGT004,Maria Santos,738.28,12,Cash,SUCCESS
TXN03208,2024-02-14,CUS0320,India,AGT007,Rajesh Kumar,1498.87,25,Cash,SUCCESS
TXN02490,2024-02-14,CUS0085,Philippines,AGT002,Priya Sharma,381.69,20,Bank Transfer,SUCCESS
TXN00708,2024-02-14,CUS0391,India,AGT008,Sarah Johnson,1831.73,25,Card,SUCCESS
TXN04435,2024-02-14,CUS0018,India,AGT007,Rajesh Kumar,1000.89,25,Card,SUCCESS
TXN03671,2024-02-14,CUS0259,India,AGT007,Rajesh Kumar,1570.6,25,Card,SUCCESS
TXN00957,2024-02-14,CUS0106,India,AGT001,Ahmed Al Mansoori,1323.38,25,Card,SUCCESS
TXN00570,2024-02-14,CUS0205,India,AGT008,Sarah Johnson,1073.46,25,Cash,SUCCESS
TXN04891,2024-02-14,CUS0526,Pakistan,AGT006,Fatima Al Zaabi,602.7,18,Card,SUCCESS
TXN02178,2024-02-14,CUS0625,Pakistan,AGT008,Sarah Johnson,844.34,18,Cash,SUCCESS
TXN01696,2024-02-14,CUS0322,Philippines,AGT008,Sarah Johnson,1423.51,20,Cash,SUCCESS
TXN02034,2024-02-14,CUS0786,India,AGT001,Ahmed Al Mansoori,1381.97,25,Cash,SUCCESS
TXN03853,2024-02-14,CUS0062,Philippines,AGT001,Ahmed Al Mansoori,1249.94,20,Cash,SUCCESS
TXN02656,2024-02-14,CUS0150,Kenya,AGT003,Mohammad Raza,1193.54,20,Card,SUCCESS
TXN03335,2024-02-15,CUS0395,Philippines,AGT004,Maria Santos,1277.89,20,Cash,SUCCESS
TXN04759,2024-02-15,CUS0570,Kenya,AGT004,Maria Santos,760.35,20,Bank Transfer,SUCCESS
TXN00837,2024-02-15,CUS0094,India,AGT008,Sarah Johnson,1758.18,25,Cash,SUCCESS
TXN00984,2024-02-15,CUS0131,Pakistan,AGT007,Rajesh Kumar,788.55,18,Cash,SUCCESS
TXN00816,2024-02-15,CUS0423,Philippines,AGT006,Fatima Al Zaabi,498.9,20,Cash,SUCCESS
TXN03037,2024-02-15,CUS0116,India,AGT004,Maria Santos,1076.68,25,Card,SUCCESS
TXN01779,2024-02-15,CUS0551,India,AGT006,Fatima Al Zaabi,1045.45,25,Bank Transfer,SUCCESS
TXN02794,2024-02-15,CUS0396,Nepal,AGT001,Ahmed Al Mansoori,433.19,12,Cash,SUCCESS
TXN01498,2024-02-15,CUS0147,India,AGT006,Fatima Al Zaabi,1635.01,25,Cash,SUCCESS
TXN01527,2024-02-15,CUS0763,India,AGT004,Maria Santos,1878.45,25,Card,SUCCESS
TXN00207,2024-02-16,CUS0443,Nepal,AGT002,Priya Sharma,692.71,12,Card,SUCCESS
TXN00980,2024-02-16,CUS0595,India,AGT003,Mohammad Raza,1473.75,25,Card,SUCCESS
TXN00874,2024-02-16,CUS0404,India,AGT005,John Mathew,936.87,25,Cash,SUCCESS
TXN04525,2024-02-16,CUS0059,Pakistan,AGT003,Mohammad Raza,1083.23,18,Card,SUCCESS
TXN03496,2024-02-16,CUS0735,Egypt,AGT002,Priya Sharma,1738.6,22,Cash,SUCCESS
TXN04098,2024-02-16,CUS0302,Philippines,AGT003,Mohammad Raza,740.73,20,Bank Transfer,SUCCESS
TXN03641,2024-02-16,CUS0142,Bangladesh,AGT003,Mohammad Raza,595.64,15,Card,SUCCESS
TXN02731,2024-02-16,CUS0712,Sri Lanka,AGT002,Priya Sharma,1026.95,15,Cash,SUCCESS
TXN00763,2024-02-16,CUS0615,Nepal,AGT008,Sarah Johnson,1060.82,12,Cash,SUCCESS
TXN00528,2024-02-16,CUS0406,Bangladesh,AGT006,Fatima Al Zaabi,710.1,15,Card,SUCCESS
TXN01197,2024-02-16,CUS0242,Philippines,AGT003,Mohammad Raza,894.7,0,Card,FAILED
TXN01579,2024-02-16,CUS0748,Pakistan,AGT002,Priya Sharma,623.7,18,Cash,SUCCESS
TXN03845,2024-02-16,CUS0241,Philippines,AGT005,John Mathew,1334.37,20,Card,SUCCESS
TXN00176,2024-02-16,CUS0766,Egypt,AGT006,Fatima Al Zaabi,1372.97,22,Cash,SUCCESS
TXN03317,2024-02-16,CUS0607,Pakistan,AGT007,Rajesh Kumar,787.06,18,Card,SUCCESS
TXN03122,2024-02-16,CUS0289,Bangladesh,AGT004,Maria Santos,571.44,0,Cash,FAILED
TXN00137,2024-02-16,CUS0784,India,AGT001,Ahmed Al Mansoori,918.03,25,Cash,SUCCESS
TXN03612,2024-02-16,CUS0554,India,AGT007,Rajesh Kumar,1240.09,25,Bank Transfer,SUCCESS
TXN02984,2024-02-16,CUS0529,Philippines,AGT007,Rajesh Kumar,977.96,0,Cash,FAILED
TXN00967,2024-02-17,CUS0100,Nepal,AGT008,Sarah Johnson,478.25,12,Card,SUCCESS
TXN01678,2024-02-17,CUS0761,Philippines,AGT003,Mohammad Raza,1310.76,20,Card,SUCCESS
TXN01306,2024-02-17,CUS0534,Philippines,AGT005,John Mathew,657.41,20,Card,SUCCESS
TXN03072,2024-02-17,CUS0547,Philippines,AGT005,John Mathew,1359.68,20,Card,SUCCESS
TXN00419,2024-02-17,CUS0395,Pakistan,AGT006,Fatima Al Zaabi,1083.03,0,Cash,FAILED
TXN02954,2024-02-17,CUS0149,Pakistan,AGT002,Priya Sharma,1165.04,18,Card,SUCCESS
TXN02715,2024-02-17,CUS0046,Nepal,AGT004,Maria Santos,666.18,12,Cash,SUCCESS
TXN01884,2024-02-17,CUS0423,Pakistan,AGT004,Maria Santos,657.81,18,Bank Transfer,SUCCESS
TXN00566,2024-02-17,CUS0722,India,AGT008,Sarah Johnson,1053.09,0,Bank Transfer,FAILED
TXN01756,2024-02-17,CUS0479,India,AGT005,John Mathew,1694.52,25,Cash,SUCCESS
TXN02592,2024-02-17,CUS0404,Pakistan,AGT005,John Mathew,690.25,18,Cash,SUCCESS
TXN01785,2024-02-17,CUS0729,India,AGT005,John Mathew,1229.68,25,Card,SUCCESS
TXN04379,2024-02-17,CUS0384,Egypt,AGT004,Maria Santos,1197.44,22,Card,SUCCESS
TXN00473,2024-02-17,CUS0651,Bangladesh,AGT008,Sarah Johnson,381.81,15,Cash,SUCCESS
TXN04589,2024-02-18,CUS0010,Pakistan,AGT002,Priya Sharma,689.68,18,Cash,SUCCESS
TXN02847,2024-02-18,CUS0055,Philippines,AGT005,John Mathew,741.01,20,Cash,SUCCESS
TXN02003,2024-02-18,CUS0097,Pakistan,AGT006,Fatima Al Zaabi,609.82,18,Cash,SUCCESS
TXN01774,2024-02-18,CUS0741,Nepal,AGT007,Rajesh Kumar,635.03,12,Cash,SUCCESS
TXN03013,2024-02-18,CUS0241,Nepal,AGT002,Priya Sharma,368.31,12,Card,SUCCESS
TXN04195,2024-02-18,CUS0078,Kenya,AGT001,Ahmed Al Mansoori,269.72,20,Cash,SUCCESS
TXN03647,2024-02-18,CUS0565,Kenya,AGT003,Mohammad Raza,1023.72,20,Cash,SUCCESS
TXN03457,2024-02-18,CUS0210,India,AGT008,Sarah Johnson,1591.96,25,Card,SUCCESS
TXN01058,2024-02-18,CUS0476,Pakistan,AGT004,Maria Santos,1081.45,18,Card,SUCCESS
TXN03202,2024-02-18,CUS0586,India,AGT001,Ahmed Al Mansoori,1353.16,25,Bank Transfer,SUCCESS
TXN00521,2024-02-18,CUS0077,Philippines,AGT007,Rajesh Kumar,449.26,20,Cash,SUCCESS
TXN02777,2024-02-18,CUS0798,Philippines,AGT007,Rajesh Kumar,830.83,20,Bank Transfer,SUCCESS
TXN04549,2024-02-19,CUS0563,India,AGT004,Maria Santos,1347.8,25,Cash,SUCCESS
TXN03595,2024-02-19,CUS0342,Philippines,AGT003,Mohammad Raza,1239.99,20,Card,SUCCESS
TXN03633,2024-02-19,CUS0457,Bangladesh,AGT004,Maria Santos,650.45,15,Cash,SUCCESS
TXN03437,2024-02-19,CUS0335,India,AGT001,Ahmed Al Mansoori,1406.55,25,Cash,SUCCESS
TXN03940,2024-02-19,CUS0502,India,AGT008,Sarah Johnson,921.88,25,Card,SUCCESS
TXN04007,2024-02-19,CUS0712,Bangladesh,AGT006,Fatima Al Zaabi,132.08,15,Bank Transfer,SUCCESS
TXN00317,2024-02-19,CUS0572,Philippines,AGT006,Fatima Al Zaabi,1084.13,20,Card,SUCCESS
TXN03047,2024-02-19,CUS0278,India,AGT008,Sarah Johnson,1617.27,25,Bank Transfer,SUCCESS
TXN04808,2024-02-19,CUS0348,Nepal,AGT003,Mohammad Raza,717.42,12,Cash,SUCCESS
TXN04648,2024-02-19,CUS0415,Nepal,AGT008,Sarah Johnson,593.78,12,Cash,SUCCESS
TXN02100,2024-02-19,CUS0114,Philippines,AGT004,Maria Santos,1120.83,20,Cash,SUCCESS
TXN01695,2024-02-19,CUS0785,Nepal,AGT003,Mohammad Raza,622.75,12,Card,SUCCESS
TXN01963,2024-02-19,CUS0430,India,AGT005,John Mathew,1387.6,25,Cash,SUCCESS
TXN01830,2024-02-19,CUS0711,India,AGT008,Sarah Johnson,1206.79,25,Bank Transfer,SUCCESS
TXN04573,2024-02-19,CUS0642,Bangladesh,AGT003,Mohammad Raza,869.87,15,Cash,SUCCESS
TXN00442,2024-02-19,CUS0327,Philippines,AGT008,Sarah Johnson,891.17,20,Cash,SUCCESS
TXN02985,2024-02-19,CUS0459,Nepal,AGT006,Fatima Al Zaabi,302.12,12,Card,SUCCESS
TXN02482,2024-02-19,CUS0025,Kenya,AGT004,Maria Santos,1440.02,0,Cash,FAILED
TXN04249,2024-02-20,CUS0508,Sri Lanka,AGT002,Priya Sharma,860.92,15,Bank Transfer,SUCCESS
TXN02603,2024-02-20,CUS0423,Bangladesh,AGT006,Fatima Al Zaabi,566.57,15,Cash,SUCCESS
TXN03728,2024-02-20,CUS0234,Philippines,AGT005,John Mathew,1188.84,20,Card,SUCCESS
TXN04063,2024-02-20,CUS0327,Philippines,AGT006,Fatima Al Zaabi,643.25,20,Card,SUCCESS
TXN02136,2024-02-20,CUS0278,Kenya,AGT002,Priya Sharma,786.52,20,Card,SUCCESS
TXN00411,2024-02-20,CUS0349,Philippines,AGT002,Priya Sharma,1092.14,20,Card,SUCCESS
TXN00128,2024-02-20,CUS0641,Egypt,AGT004,Maria Santos,913.12,22,Card,SUCCESS
TXN00038,2024-02-20,CUS0096,India,AGT001,Ahmed Al Mansoori,494.52,25,Bank Transfer,SUCCESS
TXN02942,2024-02-20,CUS0407,India,AGT006,Fatima Al Zaabi,1032.06,25,Card,SUCCESS
TXN01561,2024-02-20,CUS0243,Pakistan,AGT001,Ahmed Al Mansoori,794.87,18,Cash,SUCCESS
TXN00261,2024-02-20,CUS0150,Nepal,AGT006,Fatima Al Zaabi,433.15,12,Cash,SUCCESS
TXN00388,2024-02-20,CUS0780,Nepal,AGT008,Sarah Johnson,937.71,12,Bank Transfer,SUCCESS
TXN02742,2024-02-20,CUS0059,Philippines,AGT006,Fatima Al Zaabi,1025.09,20,Card,SUCCESS
TXN01728,2024-02-20,CUS0092,Kenya,AGT002,Priya Sharma,1180.3,20,Card,SUCCESS
TXN03830,2024-02-20,CUS0295,Philippines,AGT005,John Mathew,1029.85,20,Card,SUCCESS
TXN01065,2024-02-20,CUS0205,India,AGT007,Rajesh Kumar,1069.52,25,Cash,SUCCESS
TXN03789,2024-02-20,CUS0406,Pakistan,AGT003,Mohammad Raza,843.46,18,Card,SUCCESS
TXN02250,2024-02-20,CUS0783,Pakistan,AGT002,Priya Sharma,1021.2,18,Card,SUCCESS
TXN02822,2024-02-20,CUS0785,Pakistan,AGT003,Mohammad Raza,1002.84,18,Card,SUCCESS
TXN01846,2024-02-21,CUS0377,Kenya,AGT008,Sarah Johnson,657.11,20,Cash,SUCCESS
TXN04835,2024-02-21,CUS0357,India,AGT008,Sarah Johnson,511.93,25,Cash,SUCCESS
TXN02144,2024-02-21,CUS0613,Pakistan,AGT004,Maria Santos,858.55,18,Card,SUCCESS
TXN04275,2024-02-21,CUS0008,Philippines,AGT003,Mohammad Raza,354.11,20,Cash,SUCCESS
TXN04248,2024-02-21,CUS0061,India,AGT007,Rajesh Kumar,1990.64,0,Card,FAILED
TXN02931,2024-02-21,CUS0674,Bangladesh,AGT006,Fatima Al Zaabi,882.52,15,Cash,SUCCESS
TXN00249,2024-02-21,CUS0678,Philippines,AGT001,Ahmed Al Mansoori,1376.67,20,Card,SUCCESS
TXN01688,2024-02-21,CUS0025,Philippines,AGT003,Mohammad Raza,954.31,20,Cash,SUCCESS
TXN01643,2024-02-21,CUS0745,Bangladesh,AGT003,Mohammad Raza,683.28,15,Cash,SUCCESS
TXN03790,2024-02-21,CUS0740,Philippines,AGT004,Maria Santos,1251.89,20,Bank Transfer,SUCCESS
TXN00584,2024-02-21,CUS0293,Egypt,AGT002,Priya Sharma,1849.33,22,Bank Transfer,SUCCESS
TXN04558,2024-02-21,CUS0010,Nepal,AGT008,Sarah Johnson,664.83,12,Cash,SUCCESS
TXN02614,2024-02-21,CUS0041,India,AGT002,Priya Sharma,1197.65,25,Bank Transfer,SUCCESS
TXN03173,2024-02-21,CUS0098,Philippines,AGT007,Rajesh Kumar,544.37,20,Card,SUCCESS
TXN01644,2024-02-21,CUS0113,Philippines,AGT001,Ahmed Al Mansoori,1022.14,20,Card,SUCCESS
TXN03298,2024-02-21,CUS0572,Philippines,AGT004,Maria Santos,644.71,20,Card,SUCCESS
TXN02068,2024-02-21,CUS0013,Pakistan,AGT007,Rajesh Kumar,767.77,18,Cash,SUCCESS
TXN01211,2024-02-21,CUS0519,Nepal,AGT005,John Mathew,376.1,0,Cash,FAILED
TXN04698,2024-02-22,CUS0515,Bangladesh,AGT006,Fatima Al Zaabi,967.24,15,Bank Transfer,SUCCESS
TXN04385,2024-02-22,CUS0489,India,AGT004,Maria Santos,981.31,25,Cash,SUCCESS
TXN01653,2024-02-22,CUS0366,Kenya,AGT005,John Mathew,1005.4,0,Cash,FAILED
TXN00059,2024-02-22,CUS0636,Philippines,AGT007,Rajesh Kumar,989.44,20,Bank Transfer,SUCCESS
TXN04712,2024-02-22,CUS0740,India,AGT003,Mohammad Raza,1413.31,25,Card,SUCCESS
TXN03748,2024-02-22,CUS0476,India,AGT002,Priya Sharma,1264.25,25,Card,SUCCESS
TXN00961,2024-02-22,CUS0563,India,AGT006,Fatima Al Zaabi,1431.38,25,Cash,SUCCESS
TXN03386,2024-02-22,CUS0658,Nepal,AGT008,Sarah Johnson,498.49,12,Cash,SUCCESS
TXN04593,2024-02-22,CUS0624,Philippines,AGT005,John Mathew,1047.36,20,Cash,SUCCESS
TXN04213,2024-02-22,CUS0161,India,AGT002,Priya Sharma,1487.22,25,Bank Transfer,SUCCESS
TXN00239,2024-02-22,CUS0732,Nepal,AGT006,Fatima Al Zaabi,480.88,12,Card,SUCCESS
TXN04676,2024-02-23,CUS0201,Pakistan,AGT003,Mohammad Raza,568.96,18,Cash,SUCCESS
TXN03533,2024-02-23,CUS0654,India,AGT004,Maria Santos,1162.76,0,Card,FAILED
TXN01788,2024-02-23,CUS0779,India,AGT006,Fatima Al Zaabi,929.22,25,Card,SUCCESS
TXN03687,2024-02-23,CUS0160,Sri Lanka,AGT007,Rajesh Kumar,1309.17,15,Bank Transfer,SUCCESS
TXN02212,2024-02-23,CUS0190,India,AGT005,John Mathew,1417.63,25,Cash,SUCCESS
TXN04182,2024-02-23,CUS0498,Egypt,AGT001,Ahmed Al Mansoori,931.96,22,Cash,SUCCESS
TXN03048,2024-02-23,CUS0638,Nepal,AGT006,Fatima Al Zaabi,539.47,12,Cash,SUCCESS
TXN03475,2024-02-24,CUS0243,Pakistan,AGT007,Rajesh Kumar,627.92,0,Bank Transfer,FAILED
TXN03611,2024-02-24,CUS0328,Pakistan,AGT002,Priya Sharma,808.17,18,Card,SUCCESS
TXN01618,2024-02-24,CUS0043,India,AGT002,Priya Sharma,929.36,25,Bank Transfer,SUCCESS
TXN04391,2024-02-24,CUS0435,Philippines,AGT007,Rajesh Kumar,1039.02,20,Card,SUCCESS
TXN04607,2024-02-24,CUS0724,Nepal,AGT003,Mohammad Raza,537.87,12,Bank Transfer,SUCCESS
TXN01531,2024-02-24,CUS0324,Philippines,AGT008,Sarah Johnson,938.04,20,Bank Transfer,SUCCESS
TXN03571,2024-02-24,CUS0795,Bangladesh,AGT005,John Mathew,637.53,15,Bank Transfer,SUCCESS
TXN01244,2024-02-24,CUS0030,Nepal,AGT003,Mohammad Raza,417.34,0,Bank Transfer,FAILED
TXN00850,2024-02-24,CUS0033,Philippines,AGT002,Priya Sharma,756.63,20,Bank Transfer,SUCCESS
TXN02446,2024-02-24,CUS0205,Bangladesh,AGT004,Maria Santos,755.33,15,Card,SUCCESS
TXN00023,2024-02-24,CUS0655,Sri Lanka,AGT005,John Mathew,765.19,15,Cash,SUCCESS
TXN01792,2024-02-24,CUS0017,Bangladesh,AGT004,Maria Santos,724.16,15,Cash,SUCCESS
TXN02405,2024-02-24,CUS0723,India,AGT006,Fatima Al Zaabi,1802.44,25,Cash,SUCCESS
TXN02975,2024-02-24,CUS0163,India,AGT005,John Mathew,1528.09,25,Card,SUCCESS
TXN01747,2024-02-24,CUS0185,India,AGT005,John Mathew,1551.07,25,Cash,SUCCESS
TXN00839,2024-02-24,CUS0325,India,AGT004,Maria Santos,1554.36,25,Card,SUCCESS
TXN00036,2024-02-25,CUS0550,India,AGT004,Maria Santos,760.5,25,Cash,SUCCESS
TXN02986,2024-02-25,CUS0475,Kenya,AGT001,Ahmed Al Mansoori,676.39,20,Card,SUCCESS
TXN04515,2024-02-25,CUS0254,Philippines,AGT004,Maria Santos,851.96,20,Cash,SUCCESS
TXN00211,2024-02-25,CUS0118,Philippines,AGT006,Fatima Al Zaabi,1054.14,20,Card,SUCCESS
TXN02785,2024-02-25,CUS0237,Pakistan,AGT004,Maria Santos,683.07,18,Cash,SUCCESS
TXN01258,2024-02-25,CUS0097,Philippines,AGT007,Rajesh Kumar,1013.14,20,Card,SUCCESS
TXN00102,2024-02-25,CUS0590,Pakistan,AGT005,John Mathew,699.05,18,Bank Transfer,SUCCESS
TXN04909,2024-02-25,CUS0402,India,AGT008,Sarah Johnson,1296.42,25,Cash,SUCCESS
TXN04415,2024-02-25,CUS0359,Philippines,AGT007,Rajesh Kumar,954.12,20,Cash,SUCCESS
TXN03668,2024-02-25,CUS0513,Nepal,AGT005,John Mathew,706.28,12,Bank Transfer,SUCCESS
TXN01381,2024-02-25,CUS0608,India,AGT002,Priya Sharma,1444.05,25,Cash,SUCCESS
TXN03376,2024-02-25,CUS0236,India,AGT001,Ahmed Al Mansoori,831.35,0,Cash,FAILED
TXN04561,2024-02-26,CUS0638,Sri Lanka,AGT002,Priya Sharma,509.21,15,Card,SUCCESS
TXN04818,2024-02-26,CUS0659,India,AGT006,Fatima Al Zaabi,885.2,25,Cash,SUCCESS
TXN03398,2024-02-26,CUS0180,Philippines,AGT003,Mohammad Raza,1302.06,20,Cash,SUCCESS
TXN03434,2024-02-26,CUS0059,Bangladesh,AGT001,Ahmed Al Mansoori,679.44,15,Cash,SUCCESS
TXN01612,2024-02-26,CUS0360,India,AGT005,John Mathew,637.25,25,Cash,SUCCESS
TXN02949,2024-02-26,CUS0167,Philippines,AGT006,Fatima Al Zaabi,849.54,20,Bank Transfer,SUCCESS
TXN00195,2024-02-26,CUS0135,Pakistan,AGT001,Ahmed Al Mansoori,841.56,0,Card,FAILED
TXN02690,2024-02-26,CUS0424,Nepal,AGT001,Ahmed Al Mansoori,710.24,12,Cash,SUCCESS
TXN01666,2024-02-26,CUS0370,India,AGT006,Fatima Al Zaabi,1191.77,25,Bank Transfer,SUCCESS
TXN01798,2024-02-26,CUS0037,India,AGT001,Ahmed Al Mansoori,913.43,25,Cash,SUCCESS
TXN00986,2024-02-26,CUS0241,Sri Lanka,AGT001,Ahmed Al Mansoori,489.37,15,Card,SUCCESS
TXN03453,2024-02-26,CUS0594,Philippines,AGT007,Rajesh Kumar,865.53,20,Card,SUCCESS
TXN02571,2024-02-26,CUS0656,Bangladesh,AGT003,Mohammad Raza,708.03,15,Cash,SUCCESS
TXN02167,2024-02-26,CUS0333,Philippines,AGT002,Priya Sharma,681.07,20,Card,SUCCESS
TXN01873,2024-02-26,CUS0669,Pakistan,AGT005,John Mathew,726.07,0,Cash,FAILED
TXN01288,2024-02-26,CUS0576,Kenya,AGT002,Priya Sharma,1094.78,0,Cash,FAILED
TXN03828,2024-02-26,CUS0421,India,AGT004,Maria Santos,1375.52,25,Card,SUCCESS
TXN00551,2024-02-26,CUS0075,Nepal,AGT006,Fatima Al Zaabi,615.59,12,Bank Transfer,SUCCESS
TXN00370,2024-02-27,CUS0630,India,AGT007,Rajesh Kumar,921.72,25,Bank Transfer,SUCCESS
TXN03989,2024-02-27,CUS0402,Pakistan,AGT003,Mohammad Raza,1261.63,0,Card,FAILED
TXN03216,2024-02-27,CUS0549,Philippines,AGT004,Maria Santos,1381.09,20,Card,SUCCESS
TXN00883,2024-02-27,CUS0636,Bangladesh,AGT004,Maria Santos,597.22,15,Bank Transfer,SUCCESS
TXN00647,2024-02-27,CUS0164,India,AGT001,Ahmed Al Mansoori,229.12,25,Bank Transfer,SUCCESS
TXN02940,2024-02-27,CUS0142,India,AGT006,Fatima Al Zaabi,1058.71,25,Card,SUCCESS
TXN01239,2024-02-27,CUS0127,Nepal,AGT003,Mohammad Raza,702.42,12,Cash,SUCCESS
TXN02474,2024-02-27,CUS0533,Kenya,AGT001,Ahmed Al Mansoori,556.4,20,Cash,SUCCESS
TXN00971,2024-02-27,CUS0175,Philippines,AGT008,Sarah Johnson,934.59,20,Cash,SUCCESS
TXN01915,2024-02-27,CUS0209,Philippines,AGT004,Maria Santos,413.71,20,Cash,SUCCESS
TXN01587,2024-02-27,CUS0553,India,AGT004,Maria Santos,1263.52,25,Bank Transfer,SUCCESS
TXN00996,2024-02-27,CUS0146,Pakistan,AGT002,Priya Sharma,732.54,18,Card,SUCCESS
TXN01895,2024-02-28,CUS0277,India,AGT001,Ahmed Al Mansoori,1168.19,25,Cash,SUCCESS
TXN00179,2024-02-28,CUS0145,Philippines,AGT002,Priya Sharma,828.54,20,Cash,SUCCESS
TXN04598,2024-02-28,CUS0432,Philippines,AGT004,Maria Santos,1248.64,20,Bank Transfer,SUCCESS
TXN01086,2024-02-28,CUS0772,Pakistan,AGT004,Maria Santos,903.21,18,Cash,SUCCESS
TXN00287,2024-02-28,CUS0512,India,AGT003,Mohammad Raza,1145.36,25,Bank Transfer,SUCCESS
TXN00715,2024-02-28,CUS0770,India,AGT001,Ahmed Al Mansoori,1186.45,25,Bank Transfer,SUCCESS
